,asw_ids,stop_platform
13510,9450_1,"Doksy,žel.st. A"
13511,9450_2,"Doksy,žel.st. B"
13512,9451_1,"Bakov n.Jiz.,Buda A"
13513,9451_2,"Bakov n.Jiz.,Buda B"
13514,9452_1,"Kněžmost,žel.zast. A"
13515,9452_2,"Kněžmost,žel.zast. B"
13516,9453_1,"Kněžmost,Lítkovice A"
13517,9453_2,"Kněžmost,Lítkovice B"
13518,9454_1,"Obrubce,hl.sil. A"
13519,9454_2,"Obrubce,hl.sil. B"
13520,9455_1,Kolomuty A
13521,9455_2,Kolomuty B
13522,9456_1,"Židněves,k nádraží A"
13523,9456_2,"Židněves,k nádraží B"
13524,9457_1,"Dlouhá Lhota,žel.zast. A"
13525,9457_2,"Dlouhá Lhota,žel.zast. B"
13526,9458_1,"Dolní Bousov,Bechov A"
13527,9458_2,"Dolní Bousov,Bechov B"
13528,9459_1,Rohatsko 1
13529,9459_2,Rohatsko 2
13530,9461_1,"Sobotka,Na Syrovandě A"
13531,9461_2,"Sobotka,Na Syrovandě B"
13532,9467_1,"Žleby,Hráz 1"
13533,9467_2,"Žleby,Hráz 2"
13534,9471_1,"Žlebské Chvalovice,žel.zast. A"
13535,9471_2,"Žlebské Chvalovice,žel.zast. B"
13536,9472_1,"Třemošnice,Závratec A"
13537,9472_2,"Třemošnice,Závratec B"
13538,9473_1,"Třemošnice,aut.st. A"
13539,9475_1,"Bakov n.Jiz.,žel.zast. A"
13540,9475_2,"Bakov n.Jiz.,žel.zast. B"
13541,9476_1,"Kadlín,Ledce A"
13542,9476_2,"Kadlín,Ledce B"
13543,9477_1,Kadlín A
13544,9478_1,"Mnichovo Hradiště,dopravní terminál 1"
13545,9478_2,"Mnichovo Hradiště,dopravní terminál 2"
13546,9478_3,"Mnichovo Hradiště,dopravní terminál 3"
13547,9478_4,"Mnichovo Hradiště,dopravní terminál 4"
13548,9478_5,"Mnichovo Hradiště,dopravní terminál 5"
13549,9478_6,"Mnichovo Hradiště,dopravní terminál 6"
13550,9479_1,"Golčův Jeníkov,žel.st.rozc. 1"
13551,9479_2,"Golčův Jeníkov,žel.st.rozc. 2"
13552,9480_1,"Vlkaneč,ZŠ 1"
13553,9480_2,"Vlkaneč,ZŠ 2"
13554,9488_1,Vlastějovice 1
13555,9488_2,Vlastějovice 2
13556,9492_1,"Ledeč n.Sáz.,rozc.k žel.st. 1"
13557,9492_2,"Ledeč n.Sáz.,rozc.k žel.st. 2"
13558,9500_1,"Červený Újezd,Deboreč A"
13559,9500_2,"Červený Újezd,Deboreč B"
13560,9502_1,"Střezimíř,žel.muzeum A"
13561,9502_2,"Střezimíř,žel.muzeum B"
13562,9502_3,"Střezimíř,žel.muzeum C"
13563,9502_4,"Střezimíř,žel.muzeum D"
13564,9503_1,"Mezno,žel.st. 1"
13565,9506_1,"Březnice,Zadní Poříčí,rozc. A"
13566,9506_2,"Březnice,Zadní Poříčí,rozc. B"
13567,9512_1,"Bělčice,žel.st. A"
13568,9512_2,"Bělčice,žel.st. B"
13569,9515_2,"Blatná,žel.st. 2"
13570,9515_3,"Blatná,žel.st. 3"
13571,9515_4,"Blatná,žel.st. 4"
13572,9515_5,"Blatná,žel.st. 5"
13573,9518_1,"Milostín,žel.st. 1"
13574,9521_451,Hořesedly X
13575,9523_1,"Kounov,rozc. 1"
13576,9523_2,"Kounov,rozc. 2"
13577,9524_1,"Mutějovice,K Nádraží A"
13578,9524_2,"Mutějovice,K Nádraží B"
13579,9533_1,"Senomaty,Hostokryje,rozc. 1"
13580,9533_2,"Senomaty,Hostokryje,rozc. 2"
13581,9534_1,"Zavidov,žel.zast. 1"
13582,9534_2,"Zavidov,žel.zast. 2"
13583,9536_1,"Čistá,žel.st. 1"
13584,9536_2,"Čistá,žel.st. 2"
13585,9538_1,"Kožlany,žel.st. 1"
13586,9538_2,"Kožlany,žel.st. 2"
13587,9541_1,Šanov 1
13588,9543_1,Švihov 1
13589,9543_2,Švihov 2
13590,9546_1,"Jesenice,žel.st. 1"
13591,9546_2,"Jesenice,žel.st. 2"
13592,9549_1,Vinořský zámek A
13594,9549_2,Vinořský zámek B
13596,9551_1,"Březová-Oleško,Školka A"
13597,9551_2,"Březová-Oleško,Školka B"
13598,9553_1,"Bobnice,Kovansko A"
13599,9553_2,"Bobnice,Kovansko B"
13600,9554_1,"Bobnice,škola A"
13601,9554_2,"Bobnice,škola B"
13602,9555_1,Bobnice A
13603,9555_2,Bobnice B
13604,9556_1,Budiměřice A
13605,9556_2,Budiměřice B
13606,9556_3,Budiměřice C
13607,9556_4,Budiměřice D
13608,9557_1,"Budiměřice,Rašovice A"
13609,9557_2,"Budiměřice,Rašovice B"
13610,9558_1,"Budiměřice,Šlotava A"
13611,9558_2,"Budiměřice,Šlotava B"
13612,9560_1,"Hrubý Jeseník,U Parku A"
13613,9560_2,"Hrubý Jeseník,U Parku B"
13614,9561_2,Chleby B
13615,9562_1,"Chleby,Draho A"
13616,9562_2,"Chleby,Draho B"
13617,9563_1,"Jíkev,u Školy A"
13618,9563_2,"Jíkev,u Školy B"
13619,9564_1,Jíkev A
13620,9564_2,Jíkev B
13621,9565_1,"Jíkev,u Křivánků A"
13622,9565_2,"Jíkev,u Křivánků B"
13623,9566_1,"Křinec,Bošín A"
13624,9566_2,"Křinec,Bošín B"
13625,9568_1,"Křinec,Mečíř A"
13626,9568_2,"Křinec,Mečíř B"
13627,9569_1,"Křinec,náměstí A"
13628,9569_2,"Křinec,náměstí B"
13629,9570_1,"Křinec,sokolovna A"
13630,9570_2,"Křinec,sokolovna B"
13631,9571_1,"Křinec,Sovenice A"
13632,9572_1,"Křinec,škola A"
13633,9572_2,"Křinec,škola B"
13634,9573_1,"Loučeň,Studečky A"
13635,9573_2,"Loučeň,Studečky B"
13636,9574_1,Oskořínek A
13637,9574_2,Oskořínek B
13638,9575_1,"Oskořínek,U Pomníku A"
13639,9575_2,"Oskořínek,U Pomníku B"
13640,9576_1,Netřebice A
13641,9576_2,Netřebice 2
13642,9577_1,Nový Dvůr A
13643,9578_1,"Vestec,Havransko A"
13644,9578_2,"Vestec,Havransko B"
13645,9579_1,"Vestec,Malý Vestec A"
13646,9579_2,"Vestec,Malý Vestec B"
13647,9580_1,Vestec A
13648,9580_2,Vestec B
13649,9581_1,"Cerhenice,Cerhýnky A"
13650,9582_1,"Cerhenice,Náměstí Míru A"
13651,9582_2,"Cerhenice,Náměstí Míru B"
13652,9583_1,"Cerhenice,Škola A"
13653,9583_2,"Cerhenice,Škola B"
13654,9584_1,"Kořenice,Chotouchov 1"
13655,9584_2,"Kořenice,Chotouchov 2"
13656,9586_1,Dobřichov A
13657,9586_2,Dobřichov B
13658,9587_1,"Dobřichov,U Pomníku A"
13659,9589_1,"Nová Ves I,Ohrada A"
13660,9589_2,"Nová Ves I,Ohrada B"
13661,9590_1,Oseček A
13662,9590_2,Oseček B
13663,9591_1,"Oseček,V Lese A"
13664,9591_2,"Oseček,V Lese B"
13665,9592_1,"Pečky,Hynkův mlýn A"
13666,9594_1,"Pečky,Tahiti A"
13667,9594_2,"Pečky,Tahiti B"
13668,9595_1,"Pňov-Předhradí,Klipec A"
13669,9595_2,"Pňov-Předhradí,Klipec B"
13670,9596_1,"Pňov-Předhradí,Pňov A"
13671,9596_2,"Pňov-Předhradí,Pňov B"
13672,9597_1,"Pňov-Předhradí,Předhradí A"
13673,9597_2,"Pňov-Předhradí,Předhradí B"
13674,9598_1,"Poděbrady,Kluk,Hřbitov A"
13675,9598_2,"Poděbrady,Kluk,Hřbitov B"
13676,9599_1,"Poděbrady,Kluk,Hájenka A"
13677,9600_1,"Poděbrady,Kluk A"
13678,9600_2,"Poděbrady,Kluk B"
13679,9601_1,Sokoleč A
13680,9601_3,Sokoleč C
13681,9602_1,"Sokoleč,U Pekárny A"
13682,9602_2,"Sokoleč,U Pekárny B"
13683,9603_1,"Velim,Obecní úřad A"
13684,9603_2,"Velim,Obecní úřad B"
13685,9604_1,"Velim,Škola A"
13686,9605_1,"Velim,Karlova A"
13687,9605_2,"Velim,Karlova B"
13688,9606_1,"Velim,Vítězov A"
13689,9606_2,"Velim,Vítězov B"
13690,9607_1,"Velim,Novoveská A"
13691,9607_2,"Velim,Novoveská B"
13692,9608_1,"Doubravčice,Na Číhadlech A"
13693,9608_2,"Doubravčice,Na Číhadlech B"
13694,9609_1,"Doubravčice,V Edenu A"
13695,9609_2,"Doubravčice,V Edenu B"
13696,9611_1,"Bzová,Bezovka A"
13697,9611_2,"Bzová,Bezovka B"
13698,9612_1,"Žebrák,Sedlec,Za Dálnicí A"
13699,9612_2,"Žebrák,Sedlec,Za Dálnicí B"
13700,9613_1,"Žebrák,prům.zóna Jih A"
13701,9613_2,"Žebrák,prům.zóna Jih B"
13702,9614_1,Tlustice A
13703,9614_2,Tlustice B
13704,9615_1,"Hořovice,Sklenářka A"
13705,9615_2,"Hořovice,Sklenářka B"
13706,9615_3,"Hořovice,Sklenářka C"
13707,9615_4,"Hořovice,Sklenářka D"
13708,9616_1,"Hořovice,Valdek 1"
13709,9616_2,"Hořovice,Valdek 2"
13710,9616_3,"Hořovice,Valdek 3"
13711,9616_4,"Hořovice,Valdek 4"
13712,9616_5,"Hořovice,Valdek 5"
13713,9616_6,"Hořovice,Valdek 6"
13714,9616_7,"Hořovice,Valdek 7"
13715,9617_1,"Hořovice,Palackého nám. A"
13716,9617_2,"Hořovice,Palackého nám. B"
13717,9618_1,"Hořovice,nám.B.Němcové 1"
13718,9618_2,"Hořovice,nám.B.Němcové 2"
13719,9618_3,"Hořovice,nám.B.Němcové 3"
13720,9618_4,"Hořovice,nám.B.Němcové 4"
13721,9618_5,"Hořovice,nám.B.Němcové 5"
13722,9618_6,"Hořovice,nám.B.Němcové 6"
13723,9618_7,"Hořovice,nám.B.Němcové 7"
13724,9618_8,"Hořovice,nám.B.Němcové 8"
13725,9618_9,"Hořovice,nám.B.Němcové 9"
13726,9619_1,"Ondřejov,Dlážděná A"
13727,9619_2,"Ondřejov,Dlážděná B"
13728,9620_1,"Kralupy n.Vlt.,Hybešova A"
13729,9620_2,"Kralupy n.Vlt.,Hybešova B"
13730,9621_1,"Dobříš,lom A"
13731,9621_2,"Dobříš,lom B"
13732,9622_1,"Dobříš,Statek A"
13733,9622_2,"Dobříš,Statek B"
13734,9623_1,"Dobříš,Svatá Anna A"
13735,9623_2,"Dobříš,Svatá Anna B"
13736,9624_1,"Bohutín,škola A"
13737,9624_2,"Bohutín,škola B"
13738,9624_3,"Bohutín,škola C"
13739,9625_1,"Rosovice,Sychrov A"
13740,9625_2,"Rosovice,Sychrov B"
13741,9626_1,Rosovice A
13742,9627_1,"Rosovice,dolní Holšiny A"
13743,9627_2,"Rosovice,dolní Holšiny B"
13744,9628_1,"Rosovice,Holšiny A"
13745,9628_2,"Rosovice,Holšiny B"
13746,9629_1,"Rosovice,Kamenný Dvůr A"
13747,9629_2,"Rosovice,Kamenný Dvůr B"
13748,9630_1,"Buková u Příbramě,Na Vršku A"
13749,9630_2,"Buková u Příbramě,Na Vršku B"
13750,9631_1,Buková u Příbramě A
13751,9631_2,Buková u Příbramě B
13752,9632_1,"Pičín,U Hřbitova A"
13753,9632_2,"Pičín,U Hřbitova B"
13754,9633_1,Pičín A
13755,9633_2,Pičín B
13756,9634_1,"Pičín,Revoluční A"
13757,9634_2,"Pičín,Revoluční B"
13758,9635_1,"Pičín,Žírovy A"
13759,9635_2,"Pičín,Žírovy B"
13760,9636_1,Kotenčice A
13761,9636_2,Kotenčice B
13762,9637_1,Suchodol A
13763,9637_2,Suchodol B
13764,9638_1,"Suchodol,Líha A"
13765,9638_2,"Suchodol,Líha B"
13766,9639_1,Občov A
13767,9639_2,Občov B
13768,9640_1,"Občov,U Lesa A"
13769,9640_2,"Občov,U Lesa B"
13770,9641_1,"Obořiště,Lhotka A"
13771,9641_2,"Obořiště,Lhotka B"
13772,9642_1,Obořiště A
13773,9642_2,Obořiště B
13774,9643_1,"Obořiště,Vyšehrad A"
13775,9643_2,"Obořiště,Vyšehrad B"
13776,9644_1,Dlouhá Lhota A
13777,9644_2,Dlouhá Lhota B
13778,9645_1,"Drásov,Skalka,letiště A"
13779,9645_2,"Drásov,Skalka,letiště B"
13780,9646_1,"Drásov,Skalka A"
13781,9646_2,"Drásov,Skalka B"
13782,9646_3,"Drásov,Skalka C"
13783,9646_4,"Drásov,Skalka D"
13784,9646_5,"Drásov,Skalka E"
13785,9646_6,"Drásov,Skalka F"
13786,9647_1,"Dubno,restaurace A"
13787,9647_2,"Dubno,restaurace B"
13788,9648_1,"Dubno,kaplička A"
13789,9649_1,"Dubno,Učiliště A"
13790,9649_2,"Dubno,Učiliště B"
13791,9650_1,"Benátky n.Jiz.,Vaněčkova A"
13792,9650_2,"Benátky n.Jiz.,Vaněčkova B"
13793,9651_1,"Příbram,Bytíz,Věznice A"
13794,9652_1,"Příbram,Bytíz A"
13795,9655_1,"Háje,betonárna A"
13796,9655_2,"Háje,betonárna B"
13797,9657_1,"Háje,Na Važinách A"
13798,9657_2,"Háje,Na Važinách B"
13799,9658_1,Háje A
13800,9659_1,"Příbram,U Míků A"
13801,9659_2,"Příbram,U Míků B"
13802,9660_1,"Příbram,Hájecká A"
13803,9661_1,"Příbram,Nová Hospoda A"
13804,9661_2,"Příbram,Nová Hospoda B"
13805,9662_1,"Příbram,Nová Hospoda Polní A"
13806,9662_2,"Příbram,Nová Hospoda Polní B"
13807,9663_1,"Příbram,Fibichova A"
13808,9663_2,"Příbram,Fibichova B"
13809,9665_2,"Příbram,Evropská B"
13810,9666_1,"Příbram,Jinecká A"
13811,9666_2,"Příbram,Jinecká B"
13812,9667_1,"Trhové Dušníky,Litavka A"
13813,9667_2,"Trhové Dušníky,Litavka B"
13814,9668_1,Trhové Dušníky A
13815,9669_1,"Trhové Dušníky,Na Homoli A"
13816,9669_2,"Trhové Dušníky,Na Homoli B"
13817,9670_1,"Hluboš,Kardavec A"
13818,9670_2,"Hluboš,Kardavec B"
13819,9671_1,"Hluboš,Loudilka A"
13820,9671_2,"Hluboš,Loudilka B"
13821,9672_1,Hluboš A
13822,9672_2,Hluboš B
13823,9673_1,"Bratkovice,Dominikální Paseky,rozc. A"
13824,9673_2,"Bratkovice,Dominikální Paseky,rozc. B"
13825,9674_1,"Bratkovice,Dominikální Paseky A"
13826,9675_1,Bratkovice A
13827,9675_11,Bratkovice A
13828,9676_1,Sádek A
13829,9676_2,Sádek B
13830,9677_1,"Drahlín,ObÚ A"
13831,9677_2,"Drahlín,ObÚ B"
13832,9678_1,Drahlín A
13833,9678_2,Drahlín B
13834,9679_1,"Drahlín,Malý Drahlín A"
13835,9679_2,"Drahlín,Malý Drahlín B"
13836,9680_1,Obecnice A
13837,9680_2,Obecnice B
13838,9680_3,Obecnice C
13839,9680_4,Obecnice D
13840,9681_1,"Obecnice,Šachta A"
13841,9681_2,"Obecnice,Šachta B"
13842,9682_1,"Obecnice,U Dušků A"
13843,9682_2,"Obecnice,U Dušků B"
13844,9683_1,"Obecnice,U Hlinovky A"
13845,9683_2,"Obecnice,U Hlinovky B"
13846,9684_1,"Obecnice,Oseč,Pod Třemošnou A"
13847,9684_2,"Obecnice,Oseč,Pod Třemošnou B"
13848,9685_1,"Obecnice,Oseč A"
13849,9685_2,"Obecnice,Oseč B"
13850,9686_1,"Podlesí,Dubová hora A"
13851,9686_2,"Podlesí,Dubová hora B"
13852,9687_1,"Podlesí,Nové Podlesí A"
13853,9687_2,"Podlesí,Nové Podlesí B"
13854,9688_1,"Podlesí,u vrby A"
13855,9688_2,"Podlesí,u vrby B"
13856,9689_1,Podlesí A
13857,9689_2,Podlesí B
13858,9690_1,U Uhříněveské obory A
13859,9691_1,Bečovská A
13860,9691_2,Bečovská B
13861,9692_1,Dubečský hřbitov A
13862,9692_2,Dubečský hřbitov B
13863,9694_1,Perspektivní A
13864,9694_2,Perspektivní B
13865,9695_1,"Příbram,Kovohutě A"
13866,9696_1,"Příbram,průmyslová zóna A"
13867,9696_2,"Příbram,průmyslová zóna B"
13868,9697_1,"Příbram,Lidl A"
13869,9698_1,"Příbram,Kaufland A"
13870,9698_2,"Příbram,Kaufland B"
13871,9699_1,"Příbram,Žižkova A"
13872,9699_2,"Příbram,Žižkova B"
13873,9699_3,"Příbram,Žižkova C"
13874,9700_1,"Příbram,K Podlesí A"
13875,9700_2,"Příbram,K Podlesí B"
13876,9701_1,"Příbram,Pragovka A"
13877,9701_2,"Příbram,Pragovka B"
13878,9702_1,"Příbram,Plynárenská A"
13879,9702_2,"Příbram,Plynárenská B"
13880,9703_1,"Příbram,DISA A"
13881,9704_1,"Příbram,RAVAK A"
13882,9704_2,"Příbram,RAVAK B"
13883,9705_1,"Příbram,Velkosklady A"
13884,9705_2,"Příbram,Velkosklady B"
13885,9706_1,"Příbram,Obecnická A"
13886,9706_2,"Příbram,Obecnická B"
13887,9707_1,"Příbram,Sevastopolské nám. A"
13888,9707_2,"Příbram,Balbínova B"
13889,9708_1,"Příbram,Svatá Hora A"
13890,9708_2,"Příbram,Svatá Hora B"
13891,9709_1,"Příbram,Svatá Hora areál A"
13892,9709_2,"Příbram,Svatá Hora areál B"
13893,9710_1,"Příbram,Pod Hvězdárnou A"
13894,9710_2,"Příbram,Pod Hvězdárnou B"
13895,9711_1,"Příbram,Koperníkova A"
13896,9711_2,"Příbram,Koperníkova B"
13897,9712_1,"Příbram,Jiráskovy sady A"
13898,9712_2,"Příbram,Jiráskovy sady D"
13899,9712_3,"Příbram,Jiráskovy sady C"
13900,9712_4,"Příbram,Jiráskovy sady F"
13901,9712_5,"Příbram,Jiráskovy sady E"
13902,9712_6,"Příbram,Jiráskovy sady B"
13903,9713_1,"Příbram,Orlov,U Kříže A"
13904,9713_2,"Příbram,Orlov,U Kříže B"
13905,9714_1,"Příbram,Orlov,Kaplička A"
13906,9714_2,"Příbram,Orlov,Kaplička B"
13907,9715_1,"Příbram,Orlov A"
13908,9715_2,"Příbram,Orlov B"
13909,9716_1,"Příbram,Nemocnice A"
13910,9717_1,"Příbram,Plzeňská A"
13911,9717_2,"Příbram,nám.T.G.M. B"
13912,9717_3,"Příbram,nám.T.G.M. C"
13913,9718_1,"Příbram,Milínská A"
13914,9718_2,"Příbram,Milínská B"
13915,9719_1,"Příbram,Milínská-Mixova A"
13916,9719_2,"Příbram,Milínská-Mixova B"
13917,9719_3,"Příbram,Mixova C"
13918,9720_1,"Příbram,pod Kaňkou A"
13919,9720_2,"Příbram,pod Kaňkou B"
13920,9721_1,"Příbram,Barandov A"
13921,9722_1,"Příbram,Sázky A"
13922,9722_2,"Příbram,Sázky B"
13923,9723_1,"Příbram,Slivických bojovníků A"
13924,9725_1,"Lhota u Příbramě,točna A"
13925,9726_1,"Lhota u Příbramě,MŠ A"
13926,9726_2,"Lhota u Příbramě,MŠ B"
13927,9727_1,"Lhota u Příbramě,Prodejna A"
13928,9727_2,"Lhota u Příbramě,Prodejna B"
13929,9728_1,Logistická zóna Horní Počernice A
13930,9729_1,Delta A
13931,9730_1,"Příbram,Československé armády A"
13932,9730_2,"Příbram,Československé armády B"
13933,9731_1,"Příbram,Na Cihelně A"
13934,9731_2,"Příbram,Na Cihelně B"
13935,9732_1,"Příbram,Hornických učňů A"
13936,9732_2,"Příbram,Hornických učňů B"
13937,9733_1,"Příbram,Politických vězňů A"
13938,9733_2,"Příbram,Politických vězňů B"
13939,9734_1,"Příbram,II.poliklinika A"
13940,9734_2,"Příbram,II.poliklinika C"
13941,9734_3,"Příbram,II.poliklinika E"
13942,9734_4,"Příbram,II.poliklinika D"
13943,9734_5,"Příbram,II.poliklinika B"
13944,9735_1,"Příbram,nám.17.listopadu A"
13945,9735_2,"Příbram,nám.17.listopadu B"
13946,9736_1,"Příbram,Kladenská A"
13947,9736_2,"Příbram,Kladenská B"
13948,9737_1,"Příbram,Březové Hory,Karla Pobudy A"
13949,9738_1,"Příbram,Březové Hory A"
13950,9738_2,"Příbram,Březové Hory B"
13951,9739_1,"Příbram,Březové Hory,nám. A"
13952,9739_2,"Příbram,Březové Hory,nám. B"
13953,9739_3,"Příbram,Březové Hory,domov seniorů C"
13954,9740_1,"Příbram,Březové Hory,Mariánská A"
13955,9740_2,"Příbram,Březové Hory,Mariánská B"
13956,9741_1,"Příbram,Březové Hory,Rožmitálská A"
13957,9741_2,"Příbram,Březové Hory,Rožmitálská B"
13958,9742_1,"Příbram,Březové Hory,stadion A"
13959,9742_2,"Příbram,Březové Hory,stadion B"
13960,9743_1,"Příbram,Lazec A"
13961,9743_2,"Příbram,Lazec B"
13962,9744_1,"Příbram,Kozičín A"
13963,9745_1,"Příbram,Šachetní A"
13964,9746_1,"Příbram,Slunná A"
13965,9747_1,"Příbram,Drkolnov A"
13966,9747_2,"Příbram,Drkolnov B"
13967,9748_1,"Příbram,Podbrdská A"
13968,9748_2,"Příbram,Podbrdská B"
13969,9749_1,"Příbram,Seifertova A"
13970,9749_2,"Příbram,Seifertova B"
13971,9750_1,"Příbram,Archiv A"
13972,9750_2,"Příbram,Archiv B"
13973,9751_1,"Příbram,III.poliklinika A"
13974,9751_2,"Příbram,III.poliklinika B"
13975,9752_1,"Příbram,Školní A"
13976,9752_2,"Příbram,Školní B"
13977,9753_1,"Příbram,Zdaboř,Žežická A"
13978,9753_2,"Příbram,Zdaboř,Žežická B"
13979,9753_3,"Příbram,Školní kruhový objezd C"
13980,9753_4,"Příbram,Školní kruhový objezd D"
13981,9754_1,"Příbram,Zdaboř,Nemocnice A"
13982,9754_2,"Příbram,Zdaboř,Nemocnice B"
13983,9755_1,"Příbram,Zdaboř,Brodská A"
13984,9755_2,"Příbram,Zdaboř,Brodská B"
13985,9756_1,"Příbram,Zdaboř,Fialka A"
13986,9757_1,"Příbram,Zdaboř,Komerční zóna A"
13987,9757_2,"Příbram,Zdaboř,Komerční zóna B"
13988,9758_1,"Příbram,Zdaboř,u Pletánků A"
13989,9758_2,"Příbram,Zdaboř,u Pletánků B"
13990,9759_1,"Příbram,Zdaboř A"
13991,9759_2,"Příbram,Zdaboř B"
13992,9760_1,"Příbram,Zdaboř,Červená A"
13993,9761_1,"Příbram,Žežice,Žežičky A"
13994,9761_2,"Příbram,Žežice,Žežičky B"
13995,9762_1,"Příbram,Žežice,u křížku A"
13996,9762_2,"Příbram,Žežice,u křížku B"
13997,9763_1,"Příbram,Žežice A"
13998,9764_1,"Bohutín,Vysoká Pec,zahrádky A"
13999,9764_2,"Bohutín,Vysoká Pec,zahrádky B"
14000,9765_1,"Bohutín,Vysoká Pec A"
14001,9765_2,"Bohutín,Vysoká Pec B"
14002,9765_3,"Bohutín,Vysoká Pec C"
14003,9765_4,"Bohutín,Vysoká Pec D"
14004,9766_1,"Bohutín,Vysoká Pec,sídl. A"
14005,9767_1,"Bohutín,Havírna A"
14006,9767_2,"Bohutín,Havírna B"
14007,9768_1,Bohutín A
14008,9768_2,Bohutín B
14009,9769_1,"Bohutín,zbrojnice A"
14010,9769_2,"Bohutín,zbrojnice B"
14011,9770_1,"Bohutín,bytovky A"
14012,9770_2,"Bohutín,bytovky B"
14013,9771_1,"Bohutín,hřiště A"
14014,9773_1,"Hýskov,u hřbitova A"
14015,9773_2,"Hýskov,u hřbitova B"
14016,9774_1,"Nižbor,Stradonice,lávka A"
14017,9774_2,"Nižbor,Stradonice,lávka B"
14018,9775_1,"Nižbor,Šnárová A"
14019,9775_2,"Nižbor,Šnárová B"
14020,9776_1,"Nižbor,u lípy A"
14021,9776_2,"Nižbor,u lípy B"
14022,9777_1,"Nižbor,Stradonice,u hřbitova A"
14023,9778_1,"Nižbor,Stradonice,náves A"
14024,9779_1,"Hořovice,Letná A"
14025,9779_2,"Hořovice,Letná B"
14026,9779_3,"Hořovice,Letná C"
14027,9780_1,"Hořovice,u zámku A"
14028,9780_2,"Hořovice,u zámku B"
14029,9781_1,"Hořovice,nemocnice A"
14030,9781_2,"Hořovice,nemocnice B"
14031,9782_1,"Hořovice,nemocnice rozc. A"
14032,9782_2,"Hořovice,nemocnice rozc. B"
14033,9783_1,Krásná Ves A
14034,9783_2,Krásná Ves B
14035,9784_1,"Hořovice,Komenského A"
14036,9784_2,"Hořovice,Vrchlického B"
14037,9785_1,"Hořovice,u Dražovky A"
14038,9785_2,"Hořovice,u Dražovky B"
14039,9786_1,"Hořovice,cihelna A"
14040,9786_2,"Hořovice,cihelna B"
14041,9787_1,"Hořovice,u garáží A"
14042,9787_2,"Hořovice,u garáží B"
14043,9788_1,"Tlustice,Cintlovka A"
14044,9788_2,"Tlustice,Cintlovka B"
14045,9789_1,Podluhy A
14046,9789_2,Podluhy B
14047,9790_1,"Podluhy,Na drahách A"
14048,9791_1,"Hvozdec,myslivna A"
14049,9791_2,"Hvozdec,myslivna B"
14050,9792_1,Hvozdec A
14051,9792_2,Hvozdec B
14052,9793_1,"Hvozdec,Mrtník A"
14053,9794_1,"Čenkov,Záv. A"
14054,9794_2,"Čenkov,Záv. B"
14055,9795_1,Čenkov A
14056,9795_2,Čenkov B
14057,9796_1,"Čenkov,U Kříže A"
14058,9796_2,"Čenkov,U Kříže B"
14059,9797_1,"Jince,Sokolovna A"
14060,9797_2,"Jince,Sokolovna B"
14061,9798_1,"Jince,Nám. A"
14062,9798_2,"Jince,Nám. B"
14063,9799_1,"Jince,Mlýn A"
14064,9799_2,"Jince,Mlýn B"
14065,9800_1,"Jince,Rejkovice,lopatárna A"
14066,9800_2,"Jince,Rejkovice,lopatárna B"
14067,9801_1,"Jince,Plešivec A"
14068,9801_2,"Jince,Plešivec B"
14069,9802_1,Felbabka A
14070,9802_2,Felbabka B
14071,9802_3,"Felbabka,rozc. C"
14072,9802_4,"Felbabka,rozc. D"
14073,9803_1,Křešín A
14074,9804_1,"Rpety,Draha A"
14075,9804_2,"Rpety,Draha B"
14076,9805_1,Rpety A
14077,9805_2,Rpety B
14078,9806_1,"Rpety,ZD A"
14079,9806_2,"Rpety,ZD B"
14080,9807_1,"Malá Víska,u Lisých 1"
14081,9807_2,"Malá Víska,u Lisých 2"
14082,9808_1,"Běštín,transformátor A"
14083,9808_2,"Běštín,transformátor B"
14084,9809_1,"Běštín,škola A"
14085,9809_2,"Běštín,škola B"
14086,9810_1,"Hostomice,odb.Zátor A"
14087,9810_2,"Hostomice,odb.Zátor B"
14088,9811_1,"Hostomice,nám. A"
14089,9812_1,"Hostomice,škola A"
14090,9812_2,"Hostomice,škola B"
14091,9813_1,"Hostomice,Bezdědice A"
14092,9813_2,"Hostomice,Bezdědice B"
14093,9814_1,"Hostomice,Lštěň,rozc. A"
14094,9814_2,"Hostomice,Lštěň,rozc. B"
14095,9815_1,"Hostomice,Lštěň A"
14096,9816_1,Bzová A
14097,9817_1,"Březová,Pod hrází A"
14098,9817_2,"Březová,Pod hrází B"
14099,9818_1,Březová A
14100,9818_2,Březová B
14101,9819_1,"Březová,háj. A"
14102,9819_2,"Březová,háj. B"
14103,9820_1,"Kublov,U Křížku A"
14104,9820_2,"Kublov,U Křížku B"
14105,9821_1,Točník A
14106,9821_2,Točník B
14107,9823_3,"Záluží,u kovárny C"
14108,9823_4,"Záluží,u kovárny D"
14109,9824_1,"Záluží,v Brance A"
14110,9824_2,"Záluží,v Brance B"
14111,9825_1,"Záluží,transformátor A"
14112,9825_2,"Záluží,transformátor B"
14113,9826_1,"Osek,Vystrkov A"
14114,9826_2,"Osek,Vystrkov B"
14115,9827_1,Osek A
14116,9827_2,Osek B
14117,9828_1,"Osek,u Anýže A"
14118,9829_1,"Komárov,Buzuluk A"
14119,9829_2,"Komárov,Buzuluk B"
14120,9830_1,Komárov A
14121,9830_2,Komárov B
14122,9831_1,"Komárov,Lidový dům A"
14123,9831_2,"Komárov,Lidový dům B"
