,asw_ids,stop_platform
1108,346_1,Lohenická A
1110,346_2,Lohenická B
1112,347_1,Lochkov A
1114,347_2,Lochkov B
1116,348_1,Arena Libeň jih A
1117,348_2,Arena Libeň jih B
1118,349_1,Lomnická A
1119,349_2,Lomnická B
1120,350_1,Lotyšská A
1121,350_2,Lotyšská B
1122,350_3,Lotyšská C
1124,350_4,Lotyšská D
1126,351_1,Poliklinika Prosek A
1127,351_2,Poliklinika Prosek B
1128,352_1,Lysolaje A
1130,352_2,Lysolaje B
1131,352_3,Lysolaje C
1133,353_1,Metodějova A
1134,353_2,Metodějova B
1135,354_1,Jana Masaryka A
1136,354_2,Jana Masaryka B
1137,355_1,Malá Chuchle A
1139,355_2,Malá Chuchle B
1141,356_1,Archeologická A
1142,356_2,Archeologická B
1143,357_1,Malešická A
1144,357_2,Malešická B
1145,358_1,Malešická továrna A
1146,358_2,Malešická továrna B
1147,358_3,Malešická továrna C
1149,358_4,Malešická továrna D
1151,359_1,Malešické náměstí A
1152,359_2,Malešické náměstí B
1153,359_3,Malešické náměstí C
1154,360_1,Malostranská A
1155,360_2,Malostranská B
1156,360_3,Malostranská C
1157,360_4,Malostranská D
1158,360_10,Malostranská J
1159,360_101,Malostranská 1
1160,360_102,Malostranská 2
1161,361_1,Malostranské náměstí A
1162,361_2,Malostranské náměstí B
1163,361_4,Malostranské náměstí D
1164,361_6,Malostranské náměstí F
1165,362_1,Malovanka A
1166,362_2,Malovanka B
1167,362_3,Královka C
1168,362_4,Královka D
1169,362_9,Malovanka I
1170,362_10,Malovanka J
1171,362_12,Malovanka L
1172,363_1,Malvazinky A
1173,363_2,Malvazinky B
1174,363_3,Malvazinky C
1175,363_4,Malvazinky D
1176,364_1,Malý Břevnov A
1177,364_2,Malý Břevnov B
1178,364_3,Malý Břevnov C
1180,364_4,Malý Břevnov D
1182,365_1,Maniny A
1183,365_2,Maniny B
1184,365_51,Maniny A
1185,366_1,Marjánka A
1186,366_2,Marjánka B
1187,367_1,Průmstav A
1189,367_2,Průmstav B
1191,368_1,Obchodní centrum Čakovice A
1193,368_2,Obchodní centrum Čakovice B
1195,369_1,Sídliště Písnice A
1197,369_2,Sídliště Písnice B
1199,369_3,Sídliště Písnice C
1200,370_1,Dolní Šárka A
1201,370_2,Dolní Šárka B
1202,371_1,Krakov A
1203,371_2,Krakov B
1204,372_1,Naskové A
1205,372_2,Naskové B
1206,373_1,Mezi Hřbitovy A
1207,374_1,Měděnecká A
1208,374_2,Měděnecká B
1209,375_1,Měchenická A
1210,375_2,Měchenická B
1211,376_1,Michelská A
1212,376_2,Michelská B
1213,376_3,Michelská C
1214,376_4,Michelská D
1215,377_1,U Labutě A
1216,377_2,U Labutě B
1217,378_1,Ústavy Akademie věd A
1218,378_2,Ústavy Akademie věd B
1219,379_1,Mikulova A
1220,379_2,Mikulova B
1221,380_1,Maškův mlýn A
1222,380_2,Maškův mlýn B
1223,381_1,Mokrá A
1224,381_2,Mokrá B
1225,382_1,Křeslice A
1226,382_2,Křeslice B
1227,383_1,Reinerova A
1228,383_2,Reinerova B
1229,384_1,Miškovice A
1230,384_2,Miškovice B
1232,384_3,Miškovice C
1233,384_11,Miškovice A
1234,385_1,Pankrác A
1235,385_2,Pankrác B
1236,385_4,Pankrác D
1237,385_6,Pankrác I
1238,385_7,Pankrác J
1239,385_11,Pankrác F
1240,385_12,Pankrác G
1241,385_101,Pankrác 1
1242,385_102,Pankrác 2
1243,386_1,Modrá škola A
1244,386_2,Modrá škola B
1245,386_12,Modrá škola B
1246,387_1,Pobřežní cesta A
1247,387_2,Pobřežní cesta B
1248,387_3,Pobřežní cesta C
1249,387_4,Pobřežní cesta D
1250,388_1,Nádraží Modřany A
1251,388_2,Nádraží Modřany B
1252,388_3,Nádraží Modřany C
1254,388_4,Nádraží Modřany D
1256,389_1,Průmyslová A
1258,389_2,Průmyslová B
1260,391_1,Vršovické náměstí A
1261,391_2,Vršovické náměstí B
1262,392_1,Most Závodu míru A
1264,392_2,Most Závodu míru B
1266,394_1,Motol A
1267,394_2,Motol B
1268,394_3,Motol C
1270,394_4,Motol D
1272,395_1,Krematorium Motol A
1273,395_2,Krematorium Motol B
1274,395_3,Krematorium Motol C
1276,395_4,Krematorium Motol D
1278,396_1,U Waltrovky A
1279,396_2,U Waltrovky B
1280,396_3,U Waltrovky C
1281,396_4,U Waltrovky D
1282,397_1,V Sedlci A
1283,397_2,V Sedlci B
1284,398_1,Murmanská A
1285,398_2,Murmanská B
1286,399_1,Radonická A
1288,399_2,Radonická B
1290,400_3,Muzeum C
1291,400_4,Muzeum D
1292,400_5,Muzeum A
1293,400_6,Muzeum B
1294,400_101,Muzeum
1295,400_102,Muzeum
1296,400_121,Muzeum
1297,400_122,Muzeum
1298,401_1,Myslíkova A
1299,401_2,Myslíkova B
1300,402_1,Na Blanici A
1302,402_2,Na Blanici B
1304,403_1,Na Groši A
1305,403_2,Na Groši B
1306,403_7,Na Groši G
1307,403_8,Na Groši H
1308,404_1,Na Homoli A
1309,404_2,Na Homoli B
1310,404_3,Na Homoli C
1312,404_4,Na Homoli D
1314,405_1,Výstaviště Letňany A
1315,405_2,Výstaviště Letňany B
1316,406_1,Na Hřebenech A
1317,406_2,Na Hřebenech B
1318,407_1,Libošovická A
1319,407_2,Libošovická B
1320,408_1,Třebešovská A
1321,408_2,Třebešovská B
1322,409_1,Na Košíku A
1323,409_2,Na Košíku B
1324,410_1,Do Rybníčků A
1325,411_1,Na Pramenech A
1326,411_2,Na Pramenech B
1327,412_1,Na Lysinách A
1328,412_2,Na Lysinách B
1329,413_1,Na Míčánkách A
1330,413_2,Na Míčánkách B
1331,414_1,Na Mlýnku A
1332,414_2,Na Mlýnku B
1333,415_1,Pod Dálnicí A
1335,415_2,Pod Dálnicí B
1336,416_1,Na Padesátníku A
1338,416_2,Na Padesátníku B
1340,417_1,Nad Pahorkem A
1341,418_1,Na Palouku A
1342,418_2,Na Palouku B
1343,419_1,Na Parcelách A
1345,419_2,Na Parcelách B
1347,420_1,Na Pastvinách A
1348,420_2,Na Pastvinách B
1349,421_1,Na Plácku A
1350,421_2,Na Plácku B
1351,422_1,Jemnická A
1352,422_2,Jemnická B
1353,423_1,Betáň A
1354,423_2,Betáň B
1355,424_1,Chodovská tvrz A
1357,424_2,Chodovská tvrz B
1359,425_1,Na Santince A
1360,425_2,Na Santince B
1361,426_1,Na Sklonku A
1362,426_2,Na Sklonku B
1363,427_1,Na Smetance A
1364,427_2,Na Smetance B
1365,428_1,Na Srpečku A
1366,428_2,Na Srpečku B
1367,429_1,Na Strži A
1368,429_2,Na Strži B
1369,429_3,Na Strži C
1370,429_5,Na Strži E
1371,430_1,Na Štamberku A
1372,430_2,Na Štamberku B
1373,431_1,Pekárenská A
1374,432_1,Na Vaňhově A
1375,432_2,Na Vaňhově B
1376,433_1,Na Veselí A
1377,433_2,Na Veselí B
1378,433_3,Na Veselí C
1379,433_4,Na Veselí D
1380,434_1,Na Viničkách A
1382,435_1,Na Vrchách A
1384,435_2,Na Vrchách B
1386,435_3,Na Vrchách C
1388,435_4,Na Vrchách D
1390,436_1,Na Vrstevnici A
1391,436_2,Na Vrstevnici B
1392,437_1,Slavínského A
1393,437_2,Slavínského B
1394,437_3,Slavínského C
1395,438_1,Krahulčí A
1396,438_2,Krahulčí B
1397,439_1,Nábřeží Kapitána Jaroše A
1398,440_1,Nad Habrovkou A
1400,440_2,Nad Habrovkou B
1402,441_1,Nad Havlem A
1403,441_2,Nad Havlem B
1404,442_1,Nad Jetelkou A
1405,442_2,Nad Jetelkou B
1406,443_1,Nad Klamovkou A
1407,443_2,Nad Klamovkou B
1408,444_1,Šafránecká A
1410,444_2,Šafránecká B
1412,445_1,Nad Parkánem A
1413,445_2,Nad Parkánem B
1414,446_1,Hasova A
1415,446_2,Hasova B
1416,447_1,Nad Trojou A
1417,447_2,Nad Trojou B
1418,448_1,Nádraží Běchovice A
1419,448_2,Nádraží Běchovice B
1420,449_1,Nádraží Braník A
1421,449_2,Nádraží Braník B
1422,449_3,Nádraží Braník C
1423,449_4,Nádraží Braník V
1424,449_5,Nádraží Braník D
1425,449_6,Nádraží Braník W
1426,449_7,Nádraží Braník G
1427,449_8,Nádraží Braník H
1428,449_9,Nádraží Braník F
1429,450_1,Goetheho A
1430,451_1,Za Avií A
1432,451_2,Za Avií B
1434,451_5,Za Avií E
1436,451_6,Za Avií F
1438,452_1,Nádraží Horní Počernice A
1440,452_2,Nádraží Horní Počernice B
1442,453_1,Nádraží Hostivař A
1443,453_2,Nádraží Hostivař V
1444,453_3,Nádraží Hostivař B
1445,453_4,Nádraží Hostivař V
1446,453_6,Nádraží Hostivař D
1447,453_7,Nádraží Hostivař F
1448,453_9,Nádraží Hostivař G
1449,453_10,Nádraží Hostivař H
1450,453_12,Nádraží Hostivař I
1451,454_1,Nádraží Klánovice A
1452,454_2,Nádraží Klánovice B
1454,454_3,Nádraží Klánovice-sever C
1456,454_4,Nádraží Klánovice-sever D
1458,454_71,Nádraží Klánovice A
1459,454_72,Nádraží Klánovice B
1460,455_1,U Rozcestí A
1461,455_2,U Rozcestí B
1462,456_1,Nádraží Radotín A
1463,456_2,Nádraží Radotín B
1465,456_3,Nádraží Radotín C
1467,456_4,Nádraží Radotín D
1468,456_5,Nádraží Radotín E
1469,456_6,Nádraží Radotín F
1470,457_1,Nádraží Satalice A
1472,457_2,Nádraží Satalice B
1473,458_1,Smíchovské nádraží A
1474,458_2,Smíchovské nádraží B
1475,458_7,Smíchovské nádraží C
1476,458_8,Smíchovské nádraží V
1477,458_9,Smíchovské nádraží E
1478,458_10,Smíchovské nádraží F
1479,458_11,Smíchovské nádraží G
1481,458_12,Smíchovské nádraží I
1482,458_13,Smíchovské nádraží J
1484,458_16,Smíchovské nádraží H
1485,458_17,Smíchovské nádraží D
1487,458_101,Smíchovské nádraží 1
1488,458_102,Smíchovské nádraží 2
1489,459_1,Staré Strašnice A
1490,459_2,Staré Strašnice B
1491,459_3,Staré Strašnice C
1492,459_5,Staré Strašnice E
1493,461_1,Nádraží Uhříněves A
1494,461_2,Nádraží Uhříněves B
1496,461_71,Nádraží Uhříněves A
1497,462_1,Nádraží Veleslavín A
1498,462_2,Nádraží Veleslavín B
1499,462_3,Nádraží Veleslavín 5
1500,462_4,Nádraží Veleslavín 4
1501,462_11,Nádraží Veleslavín 2
1502,462_12,Nádraží Veleslavín 3
1503,462_14,Nádraží Veleslavín 1
1504,462_15,Nádraží Veleslavín V
1506,462_101,Nádraží Veleslavín
1507,462_102,Nádraží Veleslavín
1508,462_412,Nádraží Veleslavín 3
1509,462_415,Nádraží Veleslavín V
1510,462_416,Nádraží Veleslavín V2
1511,462_452,Nádraží Veleslavín BN
1512,463_1,Nádraží Vršovice A
1513,463_2,Nádraží Vršovice B
1514,463_3,Nádraží Vršovice C
1515,463_4,Nádraží Vršovice D
1516,464_1,Poliklinika Vysočany A
1517,464_2,Poliklinika Vysočany B
1518,464_3,Poliklinika Vysočany C
1519,464_5,Poliklinika Vysočany E
1520,465_1,Nádraží Zbraslav A
1521,465_2,Nádraží Zbraslav B
1522,466_1,Lidečská A
1523,466_2,Lidečská B
1524,467_1,Třebenická A
1525,467_2,Třebenická B
1527,467_3,Třebenická C
1529,467_4,Třebenická D
1531,468_1,Pod Děvínem A
1532,468_2,Pod Děvínem B
1533,469_1,Nákladové nádraží Žižkov A
1534,469_2,Nákladové nádraží Žižkov B
1535,469_3,Nákladové nádraží Žižkov C
1536,469_4,Nákladové nádraží Žižkov D
1537,470_1,Škola Slivenec A
1541,470_2,Škola Slivenec B
1545,471_1,Libeňský zámek A
1546,471_2,Libeňský zámek B
1547,472_1,Hostivařská A
1548,472_2,Hostivařská B
1549,472_3,Hostivařská C
1550,472_4,Hostivařská D
1551,473_1,Kubánské náměstí A
1552,473_2,Kubánské náměstí B
1553,473_3,Kubánské náměstí C
1554,474_1,Vysočanská A
1555,474_2,Vysočanská B
1556,474_3,Nádraží Vysočany H
1557,474_4,Vysočanská G
1558,474_5,Vysočanská F
1560,474_6,Vysočanská D
1561,474_7,Vysočanská C
1563,474_8,Nádraží Vysočany I
1564,474_101,Vysočanská 1
1565,474_102,Vysočanská 2
1566,475_1,Mládí A
1567,475_2,Mládí B
1568,476_1,Náměstí Míru A
1569,476_2,Náměstí Míru B
1570,476_5,Náměstí Míru E
1571,476_101,Náměstí Míru 1
1572,476_102,Náměstí Míru 2
1573,477_1,Macharovo náměstí A
1574,477_2,Macharovo náměstí B
1575,479_1,Velká Chuchle A
1576,480_1,Náměstí Republiky A
1577,480_2,Náměstí Republiky B
1578,480_3,Masarykovo nádraží C
1579,480_4,Masarykovo nádraží D
1580,480_5,Náměstí Republiky E
1581,480_101,Náměstí Republiky 1
1582,480_102,Náměstí Republiky 2
1583,481_1,Švandovo divadlo A
1584,481_2,Švandovo divadlo B
1585,481_3,Švandovo divadlo C
1586,481_4,Švandovo divadlo D
1587,482_1,Náměstí Bratří Synků A
1588,482_2,Náměstí Bratří Synků B
1589,482_3,Náměstí Bratří Synků C
1590,482_4,Náměstí Bratří Synků D
1591,482_5,Otakarova G
1592,482_6,Otakarova H
1593,482_9,Náměstí Bratří Synků F
1594,483_1,Národní divadlo A
1595,483_2,Národní divadlo B
1596,483_5,Národní divadlo C
1597,483_6,Národní divadlo D
1598,484_1,Vodičkova A
1599,484_2,Vodičkova B
1600,485_1,Nebušice A
1601,485_2,Nebušice B
1603,486_1,K Noskovně A
1605,486_2,K Noskovně B
1607,487_1,Nedvězí A
1608,487_2,Nedvězí B
1609,488_1,Nemocnice Krč A
1611,488_2,Nemocnice Krč B
1612,488_3,Nemocnice Krč C
1613,488_4,Nemocnice Krč D
1614,488_6,Nemocnice Krč F
1616,488_7,Nemocnice Krč G
1617,488_8,Nemocnice Krč H
1618,489_1,Kudrnova A
1619,489_2,Kudrnova B
1620,490_1,Netluky A
1622,490_2,Netluky B
1624,491_1,Newtonova A
1625,491_2,Newtonova B
1626,492_1,Nová kolonie A
1627,492_2,Nová kolonie B
1628,493_1,Nová Šárka A
1629,493_2,Nová Šárka B
1630,494_1,Nové Dvory A
1631,494_2,Nové Dvory B
1632,494_3,Nové Dvory C
1633,495_1,Nové Podolí A
1634,495_2,Nové Podolí B
1635,497_1,Novodvorská A
1636,497_2,Novodvorská B
1637,497_3,Novodvorská C
1638,497_4,Novodvorská D
1639,497_5,Novodvorská E
1640,498_1,Novovysočanská A
1641,498_2,Novovysočanská B
1642,499_1,Nový Hloubětín A
1643,499_2,Nový Hloubětín B
1644,499_5,Nový Hloubětín E
1645,499_6,Nový Hloubětín F
1646,500_1,Nový Prosek A
1648,500_2,Nový Prosek B
1650,501_1,Nový Slivenec A
1652,501_2,Nový Slivenec B
1654,502_1,Nový Střížkov A
1655,502_2,Nový Střížkov B
1656,503_1,Nuselská radnice A
1657,503_2,Nuselská radnice B
1658,504_1,Nuselské schody A
1659,504_2,Nuselské schody B
1660,505_1,K Třebonicům A
1661,505_2,K Třebonicům B
1662,506_1,V Podbabě A
1664,506_2,V Podbabě B
1666,506_11,V Podbabě K
1667,507_1,Petřiny A
1668,507_2,Petřiny B
1669,507_101,Petřiny 1
1670,507_102,Petřiny 2
1671,508_1,Bohemians A
1672,508_2,Bohemians B
1673,509_1,Observatoř Libuš A
1674,509_2,Observatoř Libuš B
1675,509_3,Observatoř Libuš C
1676,509_4,Observatoř Libuš D
1677,510_1,Českomoravská A
1679,510_2,Českomoravská B
1680,510_3,Českomoravská C
1681,510_101,Českomoravská 1
1682,510_102,Českomoravská 2
1683,511_1,Odra A
1684,511_2,Odra B
1685,512_1,Ohrada A
1686,512_2,Ohrada B
1687,512_3,Ohrada C
1688,512_4,Ohrada D
1689,512_5,Ohrada E
1690,512_8,Ohrada H
1691,513_1,Suchdol A
1692,513_2,Suchdol B
1693,513_3,Suchdol C
1694,514_1,Okrouhlická A
1695,514_2,Okrouhlická B
1696,515_1,Olšanské hřbitovy A
1697,515_2,Olšanské hřbitovy B
1698,515_4,Olšanské hřbitovy D
1699,515_52,Olšanské hřbitovy H
1700,516_1,Olšanské náměstí A
1701,516_2,Olšanské náměstí B
1702,516_3,Olšanské náměstí C
1703,516_4,Olšanské náměstí D
1704,517_1,Opálová A
1706,518_1,Orionka A
1707,518_2,Orionka B
1708,518_3,Orionka C
1709,518_4,Orionka D
1710,519_1,Ořechovka A
1711,519_2,Ořechovka B
1712,520_1,Strnady A
1713,520_2,Strnady B
1714,521_1,Ortenovo náměstí A
1715,521_2,Ortenovo náměstí B
1716,522_1,Ostrčilovo náměstí A
1717,522_2,Ostrčilovo náměstí B
1718,524_1,Otínská A
1720,524_2,Otínská B
1722,525_1,Do Lipan A
1723,525_2,Do Lipan B
1724,526_1,Huntířovská A
1726,526_2,Huntířovská B
1728,527_1,Vyšehrad A
1729,527_2,Vyšehrad B
1730,527_101,Vyšehrad 1
1731,527_102,Vyšehrad 2
1732,529_1,Palmovka A
1733,529_2,Palmovka C
1734,529_4,Palmovka D
1735,529_5,Palmovka F
1736,529_6,Palmovka H
1737,529_8,Palmovka V
1738,529_9,Palmovka I
1739,529_10,Palmovka K
1740,529_88,Palmovka V
1741,529_101,Palmovka 1
1742,529_102,Palmovka 2
1743,530_1,Palouček A
1744,530_2,Palouček B
1745,531_1,Pohořelec A
1746,531_2,Pohořelec B
1747,532_1,Výstaviště A
1748,532_2,Výstaviště B
1749,532_3,Výstaviště C
1750,532_4,Výstaviště D
1751,533_1,Libuš A
1752,533_2,Libuš B
1753,533_3,Libuš C
1754,533_4,Libuš D
1755,535_1,Pávovské náměstí A
1756,535_2,Pávovské náměstí B
1757,536_3,Pelc Tyrolka C
1758,537_1,Peluněk A
1759,537_2,Peluněk B
1760,538_1,Perlit A
1761,538_2,Perlit B
1762,539_1,Národní třída A
1763,539_2,Národní třída B
1764,539_101,Národní třída 1
1765,539_102,Národní třída 2
1766,540_1,Perunova A
1767,540_2,Perunova B
1768,540_3,Perunova C
1769,541_1,Sídliště Petřiny A
1770,541_2,Sídliště Petřiny B
1771,541_4,Sídliště Petřiny D
1772,541_6,Sídliště Petřiny F
1773,541_7,Sídliště Petřiny G
1774,542_1,Picassova A
1776,542_2,Picassova B
1778,542_12,Picassova B
1779,543_1,Písečná A
1780,543_2,Písečná B
1781,544_1,Čimický háj A
1782,544_2,Čimický háj B
1783,545_1,Písnice A
1784,545_2,Písnice B
1786,545_3,Písnice C
1788,546_1,Ke Březině A
1790,546_2,Ke Březině B
1792,547_2,Pitkovice B
1793,548_1,Plaňanská A
1794,548_2,Plaňanská B
1795,548_3,Poliklinika Malešice C
1796,548_4,Poliklinika Malešice D
1797,550_1,Plynárna Michle A
1798,550_2,Plynárna Michle B
1799,552_1,Radiová A
1800,552_2,Radiová B
1801,553_1,Plzeňka A
1802,553_2,Plzeňka B
1803,554_1,Dědina A
1804,554_2,Dědina B
1805,554_5,Dědina C
1806,554_6,Dědina D
1807,555_1,Počeradská A
1809,555_2,Počeradská B
1811,556_1,Pod Hájem A
1813,556_2,Pod Hájem B
1815,557_1,Botanická zahrada Troja A
1816,557_2,Botanická zahrada Troja B
1817,557_3,Botanická zahrada Troja C
1818,558_1,Ruzyňský hřbitov A
1820,558_2,Ruzyňský hřbitov B
1822,559_1,Pod Jezerkou A
1823,559_2,Pod Jezerkou B
1824,560_1,Pod Karlovem A
1825,560_2,Pod Karlovem B
1826,561_1,Pod Kesnerkou A
1827,562_1,Pod Konvářkou A
1828,562_2,Pod Konvářkou B
1829,563_1,Pod Královkou A
1830,563_2,Pod Královkou B
1831,564_1,Pod Kyjovem A
1832,564_2,Pod Kyjovem B
1833,565_1,Pod Lipkami A
1834,566_1,Pod Mezí A
1835,566_2,Pod Mezí B
1836,567_1,Hotel Golf A
1837,567_2,Hotel Golf B
1838,568_1,Pod Oborou A
1840,568_2,Pod Oborou B
1842,569_1,Pod Pekařkou A
1843,569_2,Pod Pekařkou B
1844,570_1,Pod Rapidem A
1845,570_2,Pod Rapidem B
1846,571_1,Pod Ryšánkou A
1847,571_2,Pod Ryšánkou B
1848,572_1,Pod Šafránkou A
1849,572_2,Pod Šafránkou B
1850,573_1,Pod Šmukýřkou A
1851,573_2,Pod Šmukýřkou B
1852,574_1,Pod Táborem A
1853,574_2,Pod Táborem B
1854,575_1,Pod Třebešínem A
1855,575_2,Pod Třebešínem B
1856,576_1,Pod Vinicí A
1857,576_2,Pod Vinicí B
1858,577_1,Pod Vyhlídkou A
1859,577_2,Pod Vyhlídkou B
1860,578_1,Pod Zatáčkou A
1862,578_2,Pod Zatáčkou B
1864,579_1,Podbělohorská A
1865,579_2,Podbělohorská B
1866,579_3,Podbělohorská C
1867,579_4,Podbělohorská D
1868,580_1,Poštovka A
1869,580_2,Poštovka B
1870,581_1,Podhajská pole A
1871,581_2,Podhajská pole B
1872,582_1,Podhoří A
1873,582_3,Podhoří C
1874,582_11,Podhoří K
1875,583_1,Podolská vodárna A
1876,583_2,Podolská vodárna B
1877,583_4,Podolská vodárna D
1878,583_5,Podolská vodárna E
1879,584_1,Dubečská A
1880,584_2,Dubečská B
1881,585_1,Polygrafická A
1882,585_2,Polygrafická B
1883,586_1,Olšanská A
1884,586_2,Olšanská B
1885,587_1,Ohradské náměstí A
1886,588_1,Povltavská A
1887,589_1,Kavčí hory A
1888,589_2,Kavčí hory B
1889,589_3,Kavčí hory C
1890,589_4,Kavčí hory D
1891,590_1,Prašná A
1892,591_1,Pod Krocínkou A
1893,591_2,Pod Krocínkou B
1894,592_1,Prašný most A
1895,592_2,Prašný most B
1896,593_1,Právnická fakulta A
1897,593_2,Právnická fakulta B
1898,595_1,Holešovická tržnice A
1899,595_2,Holešovická tržnice B
1900,596_1,Obchodní centrum Hostivař A
1901,596_2,Obchodní centrum Hostivař B
1902,596_3,Obchodní centrum Hostivař C
1903,596_4,Obchodní centrum Hostivař D
1904,597_1,Pražského povstání A
1905,597_2,Pražského povstání B
1906,597_3,Pražského povstání C
1907,597_4,Pražského povstání D
1908,597_5,Pražského povstání E
1909,597_7,Pražského povstání G
1910,597_9,Pražského povstání I
1911,597_101,Pražského povstání 1
1912,597_102,Pražského povstání 2
1913,598_1,Pražský hrad A
1914,598_2,Pražský hrad B
1915,599_1,Na Hroudě A
1916,599_2,Na Hroudě B
1917,600_1,Přeštínská A
1918,600_2,Přeštínská B
1919,600_3,Přeštínská C
1920,600_4,Přeštínská D
1921,601_1,Roztyly A
1922,601_2,Roztyly C
1923,601_3,Roztyly B
1925,601_21,Roztyly 21
1927,601_101,Roztyly 1
1928,601_102,Roztyly 2
1929,602_1,Nové Butovice A
1931,602_2,Nové Butovice C
1932,602_3,Nové Butovice B
1933,602_4,Nové Butovice H
1934,602_5,Nové Butovice D
1935,602_12,Nové Butovice G
1936,602_101,Nové Butovice 1
1937,602_102,Nové Butovice 2
1938,603_1,Prosek B
1940,603_2,Prosek A
1942,603_3,Prosek D
1943,603_4,Prosek C
1944,603_5,Prosek G
1945,603_6,Prosek F
1946,603_101,Prosek 1
1947,603_102,Prosek 2
1948,604_1,Hněvkovského A
1949,604_2,Hněvkovského B
1950,605_1,Průběžná A
1951,605_2,Průběžná B
1952,605_3,Průběžná C
1953,605_4,Průběžná D
1954,606_1,Letňanská A
1956,606_2,Letňanská B
1958,606_5,Letňanská E
1959,607_1,Zámky A
1960,607_2,Zámky B
1961,607_11,Zámky K
1962,608_1,Prvomájová A
1964,608_2,Prvomájová B
1966,609_1,Přední Kopanina A
1967,609_2,Přední Kopanina B
1968,609_3,Přední Kopanina C
1970,609_4,Přední Kopanina D
1972,610_1,Obora Hvězda A
1973,610_2,Obora Hvězda B
1974,610_3,Obora Hvězda C
1976,610_4,Obora Hvězda D
1978,610_6,Obora Hvězda F
1979,611_1,Kunratická škola A
1980,611_2,Kunratická škola B
1981,612_1,Sídliště Řepy A
1982,612_2,Sídliště Řepy B
1983,612_3,Sídliště Řepy C
1984,612_4,Sídliště Řepy D
1986,612_5,Sídliště Řepy E
1988,612_12,Sídliště Řepy L
1989,612_41,Sídliště Řepy G
1990,612_405,Sídliště Řepy E
1991,613_1,Přírodní A
1992,613_2,Přírodní B
1993,614_1,Přístaviště A
1994,614_2,Přístaviště B
1995,614_3,Přístaviště C
1996,614_4,Přístaviště D
1997,615_1,Přívorská A
1998,615_2,Přívorská B
1999,616_1,Radhošťská A
2000,616_2,Radhošťská B
2001,617_1,"Benešov,Tyršova A"
2002,618_1,Radošovická A
2003,618_2,Radošovická B
2004,618_3,Radošovická C
2005,619_1,U Staré pošty A
2006,619_2,U Staré pošty B
2007,620_1,Nemocnice Na Františku A
2008,620_2,Nemocnice Na Františku B
